Genes	Taxa
16080146	COG2801
8309388	COG2801
10732180	COG2801
6555944	COG2801
9605905	COG2801
10355187	COG2801
2231828	COG2801
1435564	COG2801
8495590	COG2801
5771249	COG2801
13191612	COG2801
8309698	COG2801
7205717	COG2801
3575892	COG2801
14923768	COG2801
9075247	COG2801
7708982	COG2801
15332776	COG2801
8663123	COG2801
8059824	COG2801
11032256	COG2801
18192837	COG2801
7927618	COG2801
7096515	COG2801
14804975	COG2801
13926893	COG2801
17314976	COG2801
14684069	COG2801
9316310	COG2801
13926177	COG2801
11405469	COG2801
16643445	COG2801
17076332	COG2801
13192245	COG2801
1009840	COG2801
14487039	COG2801
7720007	COG2801
5032488	COG2801
18794730	COG2801
3676689	COG2801
394210	COG2801
8020207	COG2801
4372242	COG2801
288022	COG2801
7459710	COG2801
5949327	COG2801
4044614	COG2801
14032784	COG2801
7402239	COG2801
6768085	COG2801
872450	COG2801
6013355	COG2801
10935652	COG2801
7662875	COG2801
9590467	COG2801
19252515	COG2801
286096	COG2801
6768021	COG2801
10935412	COG2801
13829701	COG2801
6768123	COG2801
11317820	COG2801
6876633	COG2801
18794028	COG2801
4690620	COG2801
8868938	COG2801
13829504	COG2801
17064277	COG2801
19284960	COG2801
8020522	COG2801
11589495	COG2801
8762709	COG2801
797955	COG2801
10916273	COG2801
8540767	COG2801
14988414	COG2801
8020420	COG2801
11157989	COG2801
5988677	COG2801
14854318	COG2801
17296911	COG2801
17296694	COG2801
13634750	COG2801
12478669	COG2801
13868220	COG2801
2362682	COG2801
14125315	COG2801
6499462	COG2801
12614870	COG2801
6220712	COG2801
244970	COG2801
12614863	COG2801
6731218	COG2801
244245	COG2801
11167509	COG2801
18605764	COG2801
7549552	COG2801
11369586	COG2801
12121991	COG2801
4710821	COG2801
16043980	COG2801
1342209	COG2801
10431356	COG2801
7579664	COG2801
6499486	COG2801
12099192	COG2801
15136704	COG2801
2532866	COG2801
12652897	COG2801
18143891	COG2801
18688197	COG2801
18134757	COG2801
131096	COG2801
15389447	COG2801
2887426	COG2801
8493928	COG2801
5530058	COG2801
4837983	COG2801
12374005	COG2801
10528043	COG2801
5256830	COG2801
11002526	COG2801
3836716	COG2801
2097465	COG2801
14863132	COG2801
1561065	COG2801
14611392	COG2801
7559227	COG2801
553886	COG2801
11965672	COG2801
13641330	COG2801
10230573	COG2801
3289225	COG2801
17814292	COG2801
9604813	COG2801
1474894	COG2801
17256602	COG2801
1425130	COG2801
8238051	COG2801
10900160	COG2801
18047668	COG2801
1701128	COG2801
17256538	COG2801
6597992	COG2801
2362148	COG2801
131381	COG2801
13641296	COG2801
10900867	COG2801
10484287	COG2801
18357654	COG2801
14448084	COG2801
11002916	COG2801
2462098	COG2801
10738095	COG2801
2896396	COG2801
13815579	COG2801
15115981	COG2801
13571215	COG2801
3297304	COG2801
12395218	COG2801
15481613	COG2801
17961474	COG2801
3407136	COG2801
12235740	COG2801
6639147	COG2801
17754425	COG2801
6731582	COG2801
14939853	COG2801
13458760	COG2801
363523	COG2801
9006881	COG2801
9720866	COG2801
6426671	COG2801
6426171	COG2801
4887943	COG2801
19193603	COG2801
8238341	COG2801
4754707	COG2801
7016987	COG2801
16640321	COG2801
4401286	COG2801
1342667	COG2801
3836321	COG2801
14854266	COG2801
11157856	COG2801
13673235	COG2801
6661956	COG2801
13815004	COG2801
3289856	COG2801
16778040	COG2801
4736201	COG2801
9797329	COG2801
3154191	COG2801
7846616	COG2801
7881957	COG2801
8050882	COG2801
364263	COG2801
3154110	COG2801
8457041	COG2801
12395248	COG2801
17687541	COG2801
11369888	COG2801
11424425	COG2801
15380136	COG2801
908268	COG2801
11146897	COG2801
13964337	COG2801
15967763	COG2801
1561290	COG2801
14500284	COG2801
8945809	COG2801
11291130	COG2801
17470197	COG2801
14863657	COG2801
11167096	COG2801
9685061	COG2801
5256907	COG2801
3289510	COG2801
4879426	COG2801
17256215	COG2801
3797570	COG2801
3564888	COG2801
7916699	COG2801
10431023	COG2801
2020476	COG2801
15389687	COG2801
17296641	COG2801
18922057	COG2801
12190831	COG2801
2887488	COG2801
11369464	COG2801
18688193	COG2801
4754510	COG2801
15472317	COG2801
10945631	COG2801
4879197	COG2801
15136239	COG2801
497677	COG2801
18357868	COG2801
17167323	COG2801
16640675	COG2801
18922050	COG2801
3509761	COG2801
18605362	COG2801
5697069	COG2801
7091070	COG2801
14714844	COG2801
6661312	COG2801
3297557	COG2801
4887755	COG2801
2462547	COG2801
18605746	COG2801
13220836	COG2801
10259311	COG2801
5277973	COG2801
8457127	COG2801
4471768	COG2801
13964823	COG2801
13964499	COG2801
1456078	COG2801
6549093	COG2801
7103663	COG2801
2447781	COG2801
2462308	COG2801
10900498	COG2801
14500464	COG2801
553497	COG2801
11965941	COG2801
13760208	COG2801
13815186	COG2801
3509463	COG2801
10006978	COG2801
3564712	COG2801
12121322	COG2801
11380994	COG2801
13641556	COG2801
11571213	COG2801
6661798	COG2801
14172953	COG2801
1456231	COG2801
8526385	COG2801
8945760	COG2801
6154911	COG2801
4401878	COG2801
10014959	COG2801
9961006	COG2801
937080	COG2801
362802	COG2801
15143553	COG2801
1280696	COG2801
13332199	COG2801
2344791	COG2801
15481815	COG2801
10900950	COG2801
6499152	COG2801
2532181	COG2801
1793778	COG2801
9685778	COG2801
5697973	COG2801
2039357	COG2801
11157599	COG2801
2344120	COG2801
6267681	COG2801
13571526	COG2801
14655424	COG2801
13624539	COG2801
14693344	COG2801
17456685	COG2801
4227388	COG2801
15389723	COG2801
12235868	COG2801
15917323	COG2801
9179171	COG2801
1561329	COG2801
3564615	COG2801
15029466	COG2801
13964981	COG2801
9006795	COG2801
11652886	COG2801
6995657	COG2801
2462483	COG2801
1264869	COG2801
18379978	COG2801
16613976	COG2801
15770127	COG2801
1280599	COG2801
8485992	COG2801
15361511	COG2801
8653139	COG2801
18740533	COG2801
9759613	COG2801
468430	COG2801
14865636	COG2801
11176758	COG2801
4671195	COG2801
4645894	COG2801
12941912	COG2801
6314818	COG2801
1781124	COG2801
2682575	COG2801
15274956	COG2801
806174	COG2801
1277443	COG2801
4707758	COG2801
10994115	COG2801
18919674	COG2801
13812739	COG2801
16988808	COG2801
2028065	COG2801
15668214	COG2801
12810953	COG2801
15861635	COG2801
10440897	COG2801
11939224	COG2801
17855221	COG2801
18482267	COG2801
5472822	COG2801
6118596	COG2801
17855556	COG2801
1960080	COG2801
11143843	COG2801
10815958	COG2801
15589180	COG2801
18737855	COG2801
18919491	COG2801
6353082	COG2801
2528183	COG2801
13131612	COG2801
18919193	COG2801
1960508	COG2801
1128767	COG2801
3862417	COG2801
5998037	COG2801
5039210	COG2801
10855006	COG2801
7403451	COG2801
17855590	COG2801
8443750	COG2801
3329378	COG2801
10453422	COG2801
15190427	COG2801
14726774	COG2801
7712455	COG2801
724488	COG2801
9217770	COG2801
17555378	COG2801
16110743	COG2801
10594010	COG2801
9865512	COG2801
6118026	COG2801
9750518	COG2801
17665872	COG2801
13500856	COG2801
4988280	COG2801
4077503	COG2801
2528506	COG2801
15308620	COG2801
5423015	COG2801
8029826	COG2801
12991940	COG2801
8924064	COG2801
16550089	COG2801
13517600	COG2801
16513677	COG2801
15309001	COG2801
12976220	COG2801
6118231	COG2801
2457479	COG2801
14599644	COG2801
4344425	COG2801
4337644	COG2801
10849015	COG2801
15354587	COG2801
1887354	COG2801
6348054	COG2801
8181914	COG2801
18303789	COG2801
17249955	COG2801
14087849	COG2801
1916149	COG2801
19095900	COG2801
16021290	COG2801
15354385	COG2801
6503384	COG2801
16021262	COG2801
19321000	COG2801
11991761	COG2801
17249782	COG2801
2316090	COG2801
13898475	COG2801
14642747	COG2801
4649001	COG2801
13296664	COG2801
2040351	COG2801
4501807	COG2801
1795826	COG2801
14604871	COG2801
1779472	COG2801
6871887	COG2801
17048282	COG2801
7537100	COG2801
10366342	COG2801
19262517	COG2801
12488706	COG2801
16594382	COG2801
3136964	COG2801
939965	COG2801
6987544	COG2801
12488696	COG2801
11572490	COG2801
12880774	COG2801
8820859	COG2801
2355672	COG2801
18136898	COG2801
13787681	COG2801
1205952	COG2801
9636079	COG2801
16956839	COG2801
16268019	COG2801
2755883	COG2801
11930724	COG2801
2198740	COG2801
3483619	COG2801
2355866	COG2801
19297451	COG2801
4066602	COG2801
14450064	COG2801
8504973	COG2801
1795510	COG2801
4459656	COG2801
15289759	COG2801
11518534	COG2801
16495281	COG2801
5437298	COG2801
2953903	COG2801
17430001	COG2801
5326659	COG2801
15128246	COG2801
7659234	COG2801
13068185	COG2801
6439151	COG2801
16135453	COG2801
11572468	COG2801
15632962	COG2801
5425989	COG2801
11518549	COG2801
9858892	COG2801
6194431	COG2801
12880851	COG2801
15584607	COG2801
3462293	COG2801
4058275	COG2801
554280	COG2801
3511237	COG2801
2040521	COG2801
4395209	COG2801
13260694	COG2801
15632179	COG2801
7313336	COG2801
12880722	COG2801
15650634	COG2801
6807860	COG2801
4058773	COG2801
17125483	COG2801
12488250	COG2801
8025667	COG2801
9505699	COG2801
18201325	COG2801
2387103	COG2801
5326679	COG2801
8504383	COG2801
16947595	COG2801
13296153	COG2801
13876842	COG2801
10950084	COG2801
14343	COG2801
1779815	COG2801
2040561	COG2801
17710468	COG2801
2843726	COG2801
2387928	COG2801
10366899	COG2801
10712127	COG2801
19297586	COG2801
11432210	COG2801
10571630	COG2801
17006707	COG2801
17933159	COG2801
14604639	COG2801
2755966	COG2801
13002500	COG2801
10517903	COG2801
13675393	COG2801
2257489	COG2801
17048952	COG2801
9062975	COG2801
4242428	COG2801
15008906	COG2801
2843941	COG2801
16135484	COG2801
1057506	COG2801
16594518	COG2801
3038166	COG2801
10796840	COG2801
15584717	COG2801
17048898	COG2801
1719213	COG2801
15845554	COG2801
16956844	COG2801
2548350	COG2801
12244058	COG2801
13158785	COG2801
17125142	COG2801
8820723	COG2801
14086473	COG2801
18635239	COG2801
554615	COG2801
13284111	COG2801
4662010	COG2801
1779480	COG2801
1205168	COG2801
748645	COG2801
3595350	COG2801
14099	COG2801
2345667	COG2801
627978	COG2801
3462413	COG2801
3038328	COG2801
4501931	COG2801
16062969	COG2801
12204411	COG2801
2548460	COG2801
17125544	COG2801
6987924	COG2801
7768650	COG2801
1057527	COG2801
6987297	COG2801
2040573	COG2801
16389354	COG2801
19318264	COG2801
13284110	COG2801
12880688	COG2801
16595000	COG2801
13186298	COG2801
375328	COG2801
1057541	COG2801
4662075	COG2801
1057532	COG2801
6277298	COG2801
6277611	COG2801
3148316	COG2801
7313296	COG2801
2057514	COG2801
14436082	COG2801
18953312	COG2801
658233	COG2801
15659645	COG2801
2953035	COG2801
13009990	COG2801
2057088	COG2801
19318473	COG2801
13231612	COG2801
11776950	COG2801
16581484	COG2801
10517330	COG2801
2784257	COG2801
9031291	COG2801
15242024	COG2801
13787627	COG2801
11990649	COG2801
4410368	COG2801
15584660	COG2801
10477011	COG2801
17125023	COG2801
11930007	COG2801
17933294	COG2801
6807948	COG2801
2667372	COG2801
6325910	COG2801
1795362	COG2801
18496184	COG2801
15591038	COG2801
3801057	COG2801
15289883	COG2801
5613750	COG2801
15343736	COG2801
7094939	COG2801
11454660	COG2801
2040354	COG2801
13787768	COG2801
1795296	COG2801
2040496	COG2801
748845	COG2801
16495351	COG2801
3839950	COG2801
748726	COG2801
9596547	COG2801
1994215	COG2801
3721447	COG2801
17933178	COG2801
4459604	COG2801
627996	COG2801
5583206	COG2801
2040278	COG2801
4738073	COG2801
5674300	COG2801
5425894	COG2801
10083286	COG2801
17710880	COG2801
9827603	COG2801
7320939	COG2801
9858513	COG2801
5087322	COG2801
4410649	COG2801
13260714	COG2801
10712805	COG2801
8025230	COG2801
15584687	COG2801
1057787	COG2801
16947718	COG2801
6325860	COG2801
15008863	COG2801
10912255	COG2801
748699	COG2801
15827501	COG2801
18621215	COG2801
11454629	COG2801
13787469	COG2801
3839877	COG2801
16488464	COG2801
3038872	COG2801
13296776	COG2801
17933204	COG2801
2355779	COG2801
16594070	COG2801
8831025	COG2801
1795475	COG2801
2040538	COG2801
11805104	COG2801
11356348	COG2801
6439021	COG2801
6987562	COG2801
3215466	COG2801
7768025	COG2801
15827508	COG2801
7182346	COG2801
16389181	COG2801
4410605	COG2801
11432931	COG2801
5437265	COG2801
15102530	COG2801
2784843	COG2801
2040349	COG2801
8570512	COG2801
16495580	COG2801
2345972	COG2801
14207941	COG2801
16292654	COG2801
3074176	COG2801
7736327	COG2801
5326342	COG2801
9636648	COG2801
2843733	COG2801
16947376	COG2801
13508172	COG2801
3721182	COG2801
19262591	COG2801
3215561	COG2801
12842062	COG2801
4066791	COG2801
10517608	COG2801
2267752	COG2801
7537536	COG2801
4410067	COG2801
16389163	COG2801
16389150	COG2801
19297416	COG2801
8504996	COG2801
14604709	COG2801
13260648	COG2801
6277646	COG2801
17933303	COG2801
16594434	COG2801
7840982	COG2801
11432473	COG2801
19230798	COG2801
17125613	COG2801
18394827	COG2801
11454546	COG2801
16581802	COG2801
11347133	COG2801
2355917	COG2801
2628942	COG2801
11990552	COG2801
554741	COG2801
5613668	COG2801
7313537	COG2801
3511310	COG2801
12204525	COG2801
1719550	COG2801
10557908	COG2801
2345340	COG2801
6439089	COG2801
2198840	COG2801
13009809	COG2801
8831085	COG2801
375203	COG2801
8504707	COG2801
8025361	COG2801
5003918	COG2801
2040375	COG2801
7537883	COG2801
9858274	COG2801
18496047	COG2801
6501915	COG2801
12050236	COG2801
11805810	COG2801
7990824	COG2801
7768095	COG2801
3801866	COG2801
10912772	COG2801
10950388	COG2801
2267928	COG2801
12066635	COG2801
7537980	COG2801
17048299	COG2801
564234	COG2801
11347197	COG2801
2057209	COG2801
3801245	COG2801
658749	COG2801
12050118	COG2801
4410602	COG2801
12244101	COG2801
5003848	COG2801
12066006	COG2801
14450253	COG2801
14450336	COG2801
16594497	COG2801
16488525	COG2801
4058764	COG2801
17933301	COG2801
9062703	COG2801
18496159	COG2801
2355562	COG2801
14525307	COG2801
16292766	COG2801
3991578	COG2801
10712879	COG2801
12050231	COG2801
15659443	COG2801
13787740	COG2801
658366	COG2801
18880078	COG2801
16470725	COG2801
1205864	COG2801
8570035	COG2801
7537593	COG2801
10571621	COG2801
11356260	COG2801
16135397	COG2801
3492849	COG2801
6159314	COG2801
13231387	COG2801
3991636	COG2801
15845331	COG2801
2628764	COG2801
13876381	COG2801
3595089	COG2801
12244083	COG2801
14250357	COG2801
18394867	COG2801
4459608	COG2801
11432977	COG2801
19262656	COG2801
19182740	COG2801
16505280	COG2801
15289810	COG2801
9062541	COG2801
14525552	COG2801
3511678	COG2801
2784971	COG2801
7094877	COG2801
13296164	COG2801
4697619	COG2801
17048247	COG2801
13214278	COG2801
8592207	COG2801
11518637	COG2801
8504501	COG2801
15200899	COG2801
2040280	COG2801
16389154	COG2801
16062965	COG2801
748776	COG2801
10477076	COG2801
3038176	COG2801
17933284	COG2801
18635256	COG2801
1808736	COG2801
4662156	COG2801
4671704	COG2801
15343860	COG2801
13009334	COG2801
12153022	COG2801
8504769	COG2801
14968085	COG2801
7768965	COG2801
748806	COG2801
3136690	COG2801
1795958	COG2801
10571739	COG2801
2953713	COG2801
1719260	COG2801
2953462	COG2801
14368	COG2801
6528621	COG2801
11930655	COG2801
14679	COG2801
10712613	COG2801
2267819	COG2801
375656	COG2801
3148437	COG2801
2345554	COG2801
10571781	COG2801
3839879	COG2801
11805351	COG2801
16488233	COG2801
582828	COG2801
6325725	COG2801
8504949	COG2801
2755406	COG2801
16210010	COG2801
9247663	COG2801
1057796	COG2801
18427211	COG2801
11990133	COG2801
15827886	COG2801
18961031	COG2801
16389374	COG2801
17710843	COG2801
13787578	COG2801
7736350	COG2801
9031479	COG2801
4066849	COG2801
10712415	COG2801
17933155	COG2801
13508494	COG2801
10641011	COG2801
18635571	COG2801
7537353	COG2801
19182063	COG2801
15145054	COG2801
2628742	COG2801
12244027	COG2801
3511801	COG2801
6528948	COG2801
19297501	COG2801
18299025	COG2801
18621879	COG2801
6528933	COG2801
12153593	COG2801
18394997	COG2801
3215764	COG2801
12692136	COG2801
2510141	COG2801
11432107	COG2801
3038223	COG2801
5583021	COG2801
11347251	COG2801
13296009	COG2801
3721057	COG2801
6277330	COG2801
5613064	COG2801
3225497	COG2801
13787771	COG2801
13186270	COG2801
14436548	COG2801
18953857	COG2801
15632544	COG2801
6277604	COG2801
18496060	COG2801
858136	COG2801
3839850	COG2801
5583906	COG2801
17125881	COG2801
10571854	COG2801
582342	COG2801
4066472	COG2801
16135512	COG2801
15102693	COG2801
1205311	COG2801
15145254	COG2801
19318524	COG2801
6277227	COG2801
17933352	COG2801
16062986	COG2801
2953065	COG2801
13675781	COG2801
2355605	COG2801
13186253	COG2801
15008949	COG2801
10571644	COG2801
11776053	COG2801
8820412	COG2801
18496165	COG2801
16947322	COG2801
748734	COG2801
6277495	COG2801
16389286	COG2801
15804111	COG2801
11572482	COG2801
19262741	COG2801
17933325	COG2801
9636279	COG2801
16135408	COG2801
3038581	COG2801
15650451	COG2801
13214438	COG2801
13296341	COG2801
3462791	COG2801
14968663	COG2801
8821000	COG2801
8149230	COG2801
10083497	COG2801
6807825	COG2801
14436260	COG2801
2355616	COG2801
15650504	COG2801
14097	COG2801
10912524	COG2801
14968905	COG2801
6325716	COG2801
10765759	COG2801
13009177	COG2801
9636718	COG2801
14525593	COG2801
13675733	COG2801
15145056	COG2801
4978831	COG2801
2784679	COG2801
16157636	COG2801
11518848	COG2801
10641021	COG2801
2257986	COG2801
10366064	COG2801
5613715	COG2801
4671810	COG2801
5437416	COG2801
10950450	COG2801
4662157	COG2801
658542	COG2801
16495487	COG2801
16505484	COG2801
5674656	COG2801
4459353	COG2801
9031002	COG2801
2040468	COG2801
2040629	COG2801
9596940	COG2801
7768106	COG2801
14786403	COG2801
4410091	COG2801
14450386	COG2801
9505979	COG2801
15804277	COG2801
16488150	COG2801
8296302	COG2801
16495347	COG2801
15200798	COG2801
15343599	COG2801
2345845	COG2801
17429187	COG2801
627944	COG2801
4137629	COG2801
3801622	COG2801
14786225	COG2801
1057610	COG2801
16488231	COG2801
16470968	COG2801
13214334	COG2801
8592254	COG2801
4738818	COG2801
12488881	COG2801
18621584	COG2801
19262544	COG2801
15242396	COG2801
17429867	COG2801
5613162	COG2801
564564	COG2801
11930044	COG2801
14436594	COG2801
15584631	COG2801
2818919	COG2801
17988255	COG2801
15102708	COG2801
10557561	COG2801
11990609	COG2801
11347090	COG2801
9031970	COG2801
5583974	COG2801
8592420	COG2801
19014209	COG2801
18880062	COG2801
554715	COG2801
4662275	COG2801
9505150	COG2801
6807904	COG2801
9636896	COG2801
16495387	COG2801
7736486	COG2801
11776981	COG2801
10477125	COG2801
8592865	COG2801
18635599	COG2801
14829968	COG2801
7883923	COG2801
10879201	COG2801
2765777	COG2801
4927418	COG2801
6962128	COG2801
3269361	COG2801
2138631	COG2801
18085611	COG2801
4626564	COG2801
18287638	COG2801
9124110	COG2801
10902350	COG2801
14660429	COG2801
13805989	COG2801
4243211	COG2801
6962514	COG2801
14235561	COG2801
19052333	COG2801
14267851	COG2801
12415602	COG2801
4230233	COG2801
3167272	COG2801
5513963	COG2801
18301021	COG2801
12165492	COG2801
13939712	COG2801
9422925	COG2801
13939406	COG2801
14866792	COG2801
3566423	COG2801
118003	COG2801
18721507	COG2801
5741528	COG2801
12123289	COG2801
9478260	COG2801
17460807	COG2801
7683287	COG2801
1173311	COG2801
12891201	COG2801
13538811	COG2801
11008806	COG2801
19319718	COG2801
13089313	COG2801
9463150	COG2801
18721662	COG2801
12629049	COG2801
3167456	COG2801
13897476	COG2801
19298832	COG2801
6775119	COG2801
15919158	COG2801
6223005	COG2801
9955083	COG2801
3566069	COG2801
9181650	COG2801
4243167	COG2801
2138082	COG2801
6258415	COG2801
12597187	COG2801
6775572	COG2801
2364886	COG2801
6789237	COG2801
2110418	COG2801
4111266	COG2801
3406546	COG2801
14212989	COG2801
5529311	COG2801
4555477	COG2801
16552429	COG2801
8407209	COG2801
11613269	COG2801
16552228	COG2801
7073487	COG2801
5276900	COG2801
16639159	COG2801
343947	COG2801
15064591	COG2801
9046218	COG2801
11049783	COG2801
14735062	COG2801
779069	COG2801
7343588	COG2801
4329054	COG2801
7129749	COG2801
5901244	COG2801
18225485	COG2801
15966084	COG2801
14045935	COG2801
13518372	COG2801
9660697	COG2801
7073455	COG2801
4111421	COG2801
9138378	COG2801
2110644	COG2801
12162507	COG2801
9660465	COG2801
8729936	COG2801
15064569	COG2801
16994709	COG2801
779160	COG2801
4470349	COG2801
3164826	COG2801
14549626	COG2801
3164777	COG2801
13156604	COG2801
18322593	COG2801
11593163	COG2801
5848843	COG2801
4555667	COG2801
18377712	COG2801
9911578	COG2801
5683753	COG2801
16604657	COG2801
11570400	COG2801
3406760	COG2801
14735151	COG2801
16639449	COG2801
2566580	COG2801
11570623	COG2801
